date,cores,site,vo
1579081257.469318,149248,UKI-LT2-RH,eMERLIN
1547472357.0020404,491104,RAL-LCG211,gaia-prod
1558548701.695825,303872,UKI-SOUTHGRID-CAM-HEP,CLF
1605898907.7871659,484480,UKI-NORTHGRID-MAN-HEP14,casu
1611429499.5091405,443776,UKI-LT2-IC-HEP25,Diamond
1618430387.8308635,208384,UKI-NORTHGRID-LIV-HEP3,lz
1548180723.4731004,478016,UKI-SOUTHGRID-BHAM-HEP,ISIS
1539437292.7659774,278304,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-MAN-HEP
1601233222.3309693,238272,UKI-LT2-Brunel9,gaia-dev
1552495079.4878404,369472,UKI-SOUTHGRID-OX-HEP2,gaia-test
1591010977.4285934,440416,UKI-SOUTHGRID-RALPP5,gaia-prod
1550310859.8329542,313152,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1564124147.2920587,397376,UKI-LT2-QMUL4,UKI-SCOTGRID-GLASGOW
1576353759.734415,89024,UKI-SCOTGRID-GLASGOW4,lz
1539202577.8247082,521696,UKI-NORTHGRID-LIV-HEP3,virgo
1623040428.8786983,482752,RAL-LCG211,RAL-LCG2
1569791023.8320823,27584,UKI-LT2-QMUL4,UKI-SOUTHGRID-OX-HEP
1565857132.700771,339296,UK-CAM-CUMULUS47,jintrac
1528402579.174758,403936,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BHAM-HEP
1599839160.0655892,228832,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
1565720466.943695,518304,UKI-SOUTHGRID-CAM-HEP,RAL-LCG2
1543193324.9931056,101600,UKI-SOUTHGRID-BHAM-HEP,eMERLIN
1531798842.050642,4224,UKI-SCOTGRID-GLASGOW4,LSST
1617267748.8478687,383616,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
1619942148.872537,168864,UKI-SCOTGRID-ECDF2,skatelescope.eu
1573711121.9035046,151040,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
1592193825.8167472,391616,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1596607061.4324286,31520,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-OX-HEP
1575305343.8684947,347392,ral-cloud244,dune
1528279238.5585258,331200,UKI-LT2-Brunel9,ISIS
1572062405.9288237,543904,UKI-SOUTHGRID-CAM-HEP,gaia
1564027859.0227973,191296,ral-cloud244,eMERLIN
1573351004.7736564,223104,UKI-LT2-QMUL4,ISIS
1581267815.8350344,417344,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
1576009342.5339665,11552,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1600674561.7685666,430048,UKI-NORTHGRID-MAN-HEP14,EUCLID
1543397787.7944717,512384,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
1559719763.214282,408288,UKI-SOUTHGRID-BRIS-HEP1,Capacity
1613038233.783082,468544,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1615834711.393276,315520,UKI-NORTHGRID-LIV-HEP3,dune
1543488122.9014354,523744,UK-CAM-CUMULUS47,UKI-NORTHGRID-LANCS-HEP
1568552919.508418,233472,UKI-SOUTHGRID-CAM-HEP,ral-cloud
1548249518.371801,305952,RAL-LCG211,eMERLIN
1534331398.3326564,357728,RAL-LCG211,UKI-LT2-Brunel
1569597867.6738539,11200,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1618642648.9774458,244320,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1614905438.2591834,292704,UKI-SCOTGRID-GLASGOW4,LSST
1544632355.5612617,89568,UKI-LT2-RH,ISIS
1548017576.0510304,476800,UKI-LT2-IC-HEP25,gaia
1603232901.5191157,506880,UKI-SOUTHGRID-CAM-HEP,AENEAS
1549301775.0267768,550720,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
1621465381.4825325,121088,UKI-LT2-QMUL4,Allocation
1580615151.0904067,72224,UKI-NORTHGRID-LANCS-HEP7,vcycle
1615664670.781171,276256,UKI-LT2-QMUL4,gaia-test
1556731879.9711916,449888,UKI-SOUTHGRID-CAM-HEP,jintrac
1611097040.0061035,117408,UKI-NORTHGRID-LANCS-HEP7,lsst
1558155483.975752,431520,UKI-NORTHGRID-MAN-HEP14,casu
1537581405.7064347,315840,UKI-LT2-IC-HEP25,gaia-prod
1606996550.5504713,82080,UKI-SOUTHGRID-RALPP5,lsst
1614330885.2500432,129920,UKI-SOUTHGRID-BRIS-HEP1,eMERLIN
1619593411.30899,272768,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
1561955172.4646275,266080,UKI-SOUTHGRID-BRIS-HEP1,gaia
1573148624.9314046,357600,UKI-SOUTHGRID-OX-HEP2,gaia-test
1536356918.6018984,235552,UKI-NORTHGRID-MAN-HEP14,CCFE
1540034294.8789742,71744,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
1558050601.0179012,117344,RAL-LCG211,UKI-SOUTHGRID-OX-HEP
1587742040.2912178,376128,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1529271726.6967824,350368,UK-CAM-CUMULUS47,Capacity
1565146900.172025,325024,UKI-NORTHGRID-MAN-HEP14,jintrac
1597321914.1146622,30368,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1606588262.0794609,122400,RAL-LCG211,CLF
1597518255.4536605,280960,UKI-NORTHGRID-SHEF-HEP7,AENEAS
1619383180.9765139,59264,UKI-SOUTHGRID-BHAM-HEP,gaia
1573060510.3169503,35360,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-RALPP
1601863460.5859668,105504,RAL-LCG211,AENEAS
1564716605.0844824,242912,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-GLASGOW
1555978209.8987365,71744,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
1567562468.9717884,71136,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-ECDF
1556709305.430588,393728,UKI-NORTHGRID-MAN-HEP14,EUCLID
1593237471.7777057,96416,UKI-NORTHGRID-SHEF-HEP7,LSST
1603700287.780572,181280,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
1611474559.3936892,155136,UKI-NORTHGRID-SHEF-HEP7,vcycle
1614404183.934666,178016,UKI-NORTHGRID-SHEF-HEP7,CCFE
1541946931.1196063,49664,UKI-SOUTHGRID-RALPP5,skatelescope.eu
1562070711.803567,242752,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
1571773431.4028628,110080,UKI-LT2-RH,UKI-LT2-Brunel
1527995552.4045787,155616,UKI-NORTHGRID-SHEF-HEP7,LSST
1609450853.4470413,443968,UKI-NORTHGRID-SHEF-HEP7,LSST
1543136296.3428547,41024,UKI-NORTHGRID-MAN-HEP14,skatelescope.eu
1553228140.649767,262240,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1568746650.7102349,88800,UKI-LT2-QMUL4,AENEAS
1614241893.2079704,188224,RAL-LCG211,UKI-SCOTGRID-GLASGOW
1570481611.6464021,541632,UKI-NORTHGRID-LIV-HEP3,AENEAS
1550593744.6190686,540384,UKI-SOUTHGRID-BHAM-HEP,CLF
1602036989.7774234,310496,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-RALPP
1555404631.6888123,228256,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
1567352654.7109003,135680,UKI-NORTHGRID-MAN-HEP14,dirac
1600757216.9444978,547200,RAL-LCG211,jintrac
1577018845.037228,219008,UKI-SCOTGRID-GLASGOW4,UK-CAM-CUMULUS
1589835957.9518967,391680,UKI-LT2-RH,ISIS
1537659747.5870552,116512,UK-CAM-CUMULUS47,vcycle
1541112888.269376,405376,UKI-LT2-RH,gaia
1622081776.611829,400480,UKI-SCOTGRID-ECDF2,ral-cloud
1530681850.8648818,548320,UKI-NORTHGRID-LIV-HEP3,virgo
1603023567.9068537,321632,RAL-LCG211,UKI-LT2-QMUL
1604051547.656878,285536,UKI-SOUTHGRID-BRIS-HEP1,iris.ac.uk
1610373885.5995824,144800,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
1621316088.8244138,242432,UK-CAM-CUMULUS47,gaia-test
1548871680.5652988,89696,UKI-LT2-Brunel9,lz
1604384636.2546701,469216,UKI-SOUTHGRID-OX-HEP2,lsst
1548326676.516564,374464,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1596074681.124501,360640,RAL-LCG211,UKI-NORTHGRID-MAN-HEP
1562073322.2318196,396800,UKI-LT2-QMUL4,UK-CAM-CUMULUS
1530851321.1332085,49504,UKI-LT2-Brunel9,UKI-LT2-RHUL
1611271564.0783324,194464,RAL-LCG211,ISIS
1539780389.4809837,272352,ral-cloud244,UKI-SOUTHGRID-OX-HEP
1608253425.3154926,479648,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-RHUL
1609486995.5195975,237728,RAL-LCG211,Allocation
1610082464.089007,53024,UK-CAM-CUMULUS47,dirac
1548978760.5183837,528992,RAL-LCG211,UKI-LT2-IC-HEP
1602781675.7422917,290976,RAL-LCG211,EUCLID
1553375209.009536,395552,UKI-SOUTHGRID-BHAM-HEP,lz
1587050202.0201619,490112,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-IC-HEP
1573373626.0386395,514528,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
1558425185.589495,252576,UKI-SCOTGRID-ECDF2,lz
1559903483.386812,204736,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
1543313092.2167513,436544,UKI-NORTHGRID-LANCS-HEP7,Allocation
1552245885.5787804,227104,UK-CAM-CUMULUS47,vo.cta.in2p3.fr
1569092881.4716358,305344,UKI-SOUTHGRID-BHAM-HEP,CCFE
1615313381.6935225,107904,UKI-SOUTHGRID-BHAM-HEP,LSST
1571294014.9764214,433024,UKI-SOUTHGRID-BRIS-HEP1,ISIS
1545280528.8649378,229696,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LANCS-HEP
1589063502.4187787,137504,UKI-LT2-QMUL4,AENEAS
1569132531.7145092,152480,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1622736021.6386354,465184,UKI-SOUTHGRID-RALPP5,dirac
1574210052.7722173,469408,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
1553580623.6697154,328320,UKI-LT2-RH,UKI-NORTHGRID-LIV-HEP
1578855252.2697906,50464,UKI-NORTHGRID-MAN-HEP14,gaia-test
1548705210.9614117,405312,UKI-LT2-IC-HEP25,UKI-SCOTGRID-GLASGOW
1538302045.508528,256288,UKI-NORTHGRID-LIV-HEP3,Diamond
1597794445.403302,180832,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
1598357330.2952042,497120,UKI-NORTHGRID-SHEF-HEP7,gaia
1572381631.6047792,482080,UKI-LT2-QMUL4,vcycle
1545955238.645311,68320,UKI-LT2-IC-HEP25,gaia-prod
1615909723.640649,498624,UK-CAM-CUMULUS47,skatelescope.eu
1609869033.898824,16960,ral-cloud244,RAL-LCG2
1580559672.2252605,158176,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1602928676.1903777,265184,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1606176851.0213609,410048,RAL-LCG211,jintrac
1611252573.3967838,505664,UKI-LT2-RH,EUCLID
1555643778.605166,390848,UKI-LT2-Brunel9,gaia-test
1578928462.7605088,8384,UK-CAM-CUMULUS47,Capacity
1580606146.1023786,267744,UKI-SOUTHGRID-RALPP5,vcycle
1528947354.3443747,169568,UKI-LT2-Brunel9,EUCLID
1563608471.1492527,332160,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LANCS-HEP
1576383979.056443,347808,UKI-SCOTGRID-GLASGOW4,AENEAS
1556415993.3361719,412832,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
1607392767.6378913,404448,UKI-LT2-QMUL4,gaia-prod
1530113020.444771,337184,UKI-SOUTHGRID-BRIS-HEP1,UKI-SCOTGRID-GLASGOW
1560715077.0996592,325536,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1580581980.6198952,135904,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
1546223933.334139,113344,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
1580297558.9969225,534656,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
1555976892.9525383,249664,UKI-NORTHGRID-LANCS-HEP7,ISIS
1585683001.9345224,457376,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-IC-HEP
1530964152.0211983,156672,UKI-SOUTHGRID-OX-HEP2,Diamond
1604988779.8778884,192384,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1597563167.2245476,307936,UKI-SCOTGRID-ECDF2,dune
1547190379.7579663,344640,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
1616653048.797287,105632,UKI-SCOTGRID-ECDF2,dune
1528589370.95087,334400,UKI-NORTHGRID-MAN-HEP14,lsst
1577182905.068669,472448,RAL-LCG211,gaia-dev
1609064803.2561882,43872,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
1542720914.217066,282880,UKI-LT2-Brunel9,eMERLIN
1536195320.043268,339840,UKI-NORTHGRID-LANCS-HEP7,UK-CAM-CUMULUS
1559257474.6259959,492832,UKI-LT2-IC-HEP25,dune
1606138662.948837,446592,UKI-NORTHGRID-MAN-HEP14,ISIS
1605808322.6221597,251136,UKI-SOUTHGRID-BRIS-HEP1,RAL-LCG2
1566017401.7277012,168288,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1529398436.9276986,162304,UKI-NORTHGRID-SHEF-HEP7,jintrac
1548829677.4006948,287712,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LANCS-HEP
1555811813.1865473,516960,UKI-LT2-RH,dune
1547402170.691338,242400,UKI-NORTHGRID-LIV-HEP3,Diamond
1599154959.6636527,375104,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-SHEF-HEP
1612908954.6392303,354016,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-ECDF
1613118578.4211435,311648,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LIV-HEP
1531225407.5105805,86784,RAL-LCG211,vcycle
1584233589.5904021,274816,UKI-LT2-QMUL4,UKI-SCOTGRID-GLASGOW
1548899407.6102974,78368,UKI-NORTHGRID-LANCS-HEP7,UKI-LT2-QMUL
1622594774.0762177,439040,RAL-LCG211,lsst
1612715299.3382087,299648,UKI-LT2-Brunel9,UKI-LT2-IC-HEP
1598265777.516856,192352,UKI-SOUTHGRID-BRIS-HEP1,CLF
1575378586.0451,452640,UKI-LT2-Brunel9,RAL-LCG2
1533038672.7401934,420576,UKI-SOUTHGRID-BRIS-HEP1,vo.cta.in2p3.fr
1570314977.8766012,558880,UKI-SCOTGRID-ECDF2,lz
1622125869.1193292,381056,RAL-LCG211,casu
1620346505.0113854,522304,UKI-LT2-IC-HEP25,dune
1619656702.582877,193760,ral-cloud244,CLF
1575011246.5020394,544704,UKI-NORTHGRID-MAN-HEP14,lsst
1590917108.4457772,313024,UKI-SOUTHGRID-CAM-HEP,Capacity
1622777088.3131125,205888,UKI-SOUTHGRID-CAM-HEP,dirac
1607319342.262022,276608,UKI-LT2-Brunel9,Allocation
1605333081.5929472,281344,UKI-SCOTGRID-ECDF2,ISIS
1584521151.5600226,383456,RAL-LCG211,ISIS
1598320910.1768603,426688,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1619173080.5559142,413728,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-OX-HEP
1540077873.7107575,176800,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-CAM-HEP
1545497387.5774536,171008,UK-CAM-CUMULUS47,UKI-LT2-Brunel
1562818934.3156219,20576,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
1609889101.4790125,334528,UKI-LT2-Brunel9,UKI-LT2-Brunel
1586224889.6069632,107296,UKI-SOUTHGRID-CAM-HEP,Diamond
1598775742.8197713,264224,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1609349653.802683,489024,UKI-LT2-QMUL4,gaia-prod
1548420474.1817734,163104,UKI-LT2-QMUL4,EUCLID
1574562859.153355,269088,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LIV-HEP
1578680838.410368,486624,UKI-SCOTGRID-GLASGOW4,casu
1622454283.9185889,70688,UKI-SOUTHGRID-OX-HEP2,vcycle
1541313901.6951356,361088,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1543416473.306395,418400,ral-cloud244,gaia
1550023713.0626469,77056,RAL-LCG211,vcycle
1567776306.6624126,153152,UKI-SOUTHGRID-OX-HEP2,UK-CAM-CUMULUS
1621854322.28306,315296,RAL-LCG211,UKI-LT2-RHUL
1603269068.352327,201920,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-RALPP
1620146494.9865503,115648,UKI-SOUTHGRID-OX-HEP2,gaia
1562401818.8031375,106464,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LIV-HEP
1594265798.289818,109472,UKI-LT2-Brunel9,gaia-dev
1618791815.172842,457184,UKI-SCOTGRID-GLASGOW4,eMERLIN
1570421540.0863016,456352,UKI-SOUTHGRID-BHAM-HEP,ISIS
1561625526.2324061,543008,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-RALPP
1539254479.5724452,287200,UKI-LT2-IC-HEP25,CCFE
1539642015.6196513,376288,UKI-LT2-IC-HEP25,dirac
1567009694.281403,295968,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-RHUL
1550181562.160406,466336,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
1580112634.9771988,146208,UKI-NORTHGRID-SHEF-HEP7,AENEAS
1550470134.8559666,378336,UKI-NORTHGRID-LANCS-HEP7,casu
1553876068.4152427,55744,UKI-LT2-Brunel9,UKI-SOUTHGRID-OX-HEP
1546457171.747714,57408,UKI-SCOTGRID-GLASGOW4,UKI-LT2-QMUL
1541755685.1091087,563936,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-RALPP
1529616247.77001,47456,UKI-LT2-QMUL4,CCFE
1593349430.7950523,98912,ral-cloud244,vcycle
1541322807.5813525,404768,UKI-LT2-Brunel9,gaia-test
1589620553.6845543,11584,UKI-NORTHGRID-LIV-HEP3,Allocation
1602113919.7970881,388960,UKI-SCOTGRID-GLASGOW4,eMERLIN
1610721119.6476321,82880,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1579227384.9072928,192704,UKI-SOUTHGRID-BRIS-HEP1,lsst
1537784691.1757934,514432,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
1554491489.3025196,24320,RAL-LCG211,eMERLIN
1581663569.8082476,28640,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
1583995850.3130262,522848,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-RHUL
1583779945.81192,551584,ral-cloud244,Diamond
1533587322.8434603,73696,UKI-LT2-Brunel9,CCFE
1577765854.5453598,317088,UKI-NORTHGRID-SHEF-HEP7,vcycle
1606384690.3095624,47072,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1530836503.3263721,83936,UKI-SOUTHGRID-OX-HEP2,gaia-prod
1618481978.0950139,359008,UKI-SCOTGRID-ECDF2,vcycle
1601098404.0084577,89184,UKI-SCOTGRID-ECDF2,Diamond
1545128592.486643,353056,UKI-SOUTHGRID-OX-HEP2,LSST
1529279897.3008986,424896,UKI-NORTHGRID-LANCS-HEP7,CLF
1596109323.7541234,230048,ral-cloud244,ISIS
1564402759.6271996,481824,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1540658687.8736296,388032,UKI-SOUTHGRID-CAM-HEP,gaia
1549608337.582612,237408,UKI-SCOTGRID-GLASGOW4,ral-cloud
1608428309.4134717,114624,UKI-LT2-QMUL4,AENEAS
1543676797.6148932,29120,UKI-LT2-IC-HEP25,vcycle
1575376755.8414512,8672,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
1576523329.735941,284384,UKI-LT2-Brunel9,UKI-NORTHGRID-LIV-HEP
1545583081.3767178,330272,UKI-LT2-QMUL4,gaia-dev
1609822894.4403088,178336,UKI-NORTHGRID-LIV-HEP3,iris.ac.uk
1559394217.1818473,542912,UKI-SOUTHGRID-BRIS-HEP1,EUCLID
1553342220.2557344,155744,UKI-SCOTGRID-GLASGOW4,dirac
1580613989.1652954,124832,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-CAM-HEP
1607620426.490818,449312,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-LIV-HEP
1539458236.0754664,109024,UKI-LT2-RH,EUCLID
1537307503.5098662,498208,UKI-LT2-Brunel9,ral-cloud
1611930078.4632246,137888,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-RALPP
1611712613.4204588,84064,ral-cloud244,dirac
1585273027.1298773,133888,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1583917368.704555,390912,UK-CAM-CUMULUS47,casu
1606323214.5690033,143104,UKI-NORTHGRID-LANCS-HEP7,UKI-LT2-Brunel
1537350529.4518692,263200,UKI-NORTHGRID-LANCS-HEP7,Diamond
1559809741.726464,450496,UKI-SOUTHGRID-RALPP5,CCFE
1596334256.7092311,496288,UKI-SOUTHGRID-BHAM-HEP,AENEAS
1576318878.6920393,447552,UKI-SCOTGRID-ECDF2,gaia-prod
1570652015.975748,306816,UKI-LT2-RH,gaia
1562615941.6831064,168800,UKI-NORTHGRID-MAN-HEP14,lsst
1594997141.0200171,197632,ral-cloud244,LSST
1540992936.2178884,93152,UKI-NORTHGRID-MAN-HEP14,lz
1541263329.212389,540544,UKI-SCOTGRID-GLASGOW4,ral-cloud
1615853669.064881,177568,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LANCS-HEP
1537326883.7743874,440000,UKI-SCOTGRID-ECDF2,Capacity
1586336377.3919287,5216,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1596145382.3933322,546400,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1568573719.876746,365248,UKI-LT2-Brunel9,lsst
1593294647.6025276,167232,RAL-LCG211,CLF
1533450498.1831715,416256,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-QMUL
1584723472.13778,107840,UKI-LT2-Brunel9,UKI-LT2-Brunel
1586630646.9474387,131040,UKI-LT2-Brunel9,dune
1531067734.1840518,50848,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
1545722710.5689945,283552,ral-cloud244,Allocation
1541612075.1765666,501760,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
1532300140.1490285,388064,UKI-SOUTHGRID-BRIS-HEP1,dune
1567122471.8871677,380480,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1536605540.002959,375104,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-OX-HEP
1593929214.4773092,368384,UKI-NORTHGRID-LIV-HEP3,jintrac
1554061643.7921576,197056,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1563875195.0953348,234240,UKI-NORTHGRID-LANCS-HEP7,jintrac
1553888827.336732,411872,UKI-SOUTHGRID-RALPP5,ral-cloud
1542375458.4574282,181472,UKI-SOUTHGRID-BRIS-HEP1,UKI-SCOTGRID-GLASGOW
1580569659.9569256,173088,ral-cloud244,gaia-dev
1553855121.7200284,298208,UKI-NORTHGRID-LANCS-HEP7,casu
1621887847.0674539,168896,UKI-SOUTHGRID-BHAM-HEP,LSST
1617059077.314652,365664,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-SHEF-HEP
1535959760.4232216,227680,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LANCS-HEP
1550965827.9271178,276576,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-MAN-HEP
1606636943.6252184,265152,UKI-LT2-QMUL4,CCFE
1539730061.2894704,252608,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LIV-HEP
1594607658.062419,411072,UKI-LT2-RH,UKI-NORTHGRID-SHEF-HEP
1552721984.5984774,431392,UKI-SOUTHGRID-CAM-HEP,LSST
1586012068.988,54944,UKI-SCOTGRID-ECDF2,Allocation
1599948642.144918,108928,UKI-LT2-RH,Capacity
1589170519.691048,537792,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-QMUL
1546735404.7564225,309664,UKI-SCOTGRID-GLASGOW4,ral-cloud
1603054816.9729962,200640,UKI-SOUTHGRID-BHAM-HEP,vo.cta.in2p3.fr
1616969034.2345092,262400,UKI-LT2-Brunel9,UKI-LT2-RHUL
1553939856.1002593,395840,ral-cloud244,UKI-SOUTHGRID-RALPP
1552536051.117673,249024,ral-cloud244,Capacity
1592277670.198606,488672,UKI-LT2-RH,gaia-dev
1547952108.8611917,70016,UKI-NORTHGRID-LANCS-HEP7,dune
1615779207.959689,258176,UKI-LT2-IC-HEP25,gaia-prod
1564521149.182986,168992,UKI-SOUTHGRID-OX-HEP2,vcycle
1529304740.8020608,168288,UKI-LT2-QMUL4,virgo
1583404578.7076676,552800,UKI-NORTHGRID-MAN-HEP14,Allocation
1529909188.5898695,460000,UKI-LT2-QMUL4,UK-CAM-CUMULUS
1576849879.7237601,203264,UKI-NORTHGRID-MAN-HEP14,EUCLID
1548222818.1805136,266144,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-Brunel
1577545510.0801442,7424,UKI-SCOTGRID-ECDF2,ISIS
1586449911.6055205,40800,UK-CAM-CUMULUS47,Capacity
1548685492.034681,348928,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1565345647.2341201,234528,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BHAM-HEP
1617349051.9898722,213760,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1529252341.35269,240096,UKI-LT2-IC-HEP25,UKI-LT2-IC-HEP
1585862335.6264734,269120,UKI-LT2-Brunel9,UKI-SCOTGRID-ECDF
1562027116.6896827,291648,UKI-LT2-IC-HEP25,Allocation
1570577186.2074203,250752,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1583655626.7075262,421856,UKI-SOUTHGRID-BRIS-HEP1,eMERLIN
1611708691.7232707,430816,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LIV-HEP
1565443983.9162145,96320,UKI-NORTHGRID-SHEF-HEP7,Capacity
1599283542.7623448,571744,UKI-SCOTGRID-ECDF2,jintrac
1566370940.4741523,21120,UKI-SOUTHGRID-BRIS-HEP1,casu
1613939039.133116,246176,UKI-SCOTGRID-ECDF2,lz
1619842190.5472052,481408,UKI-LT2-RH,virgo
1599196833.57845,357152,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1567066402.635879,315168,ral-cloud244,iris.ac.uk
1540846977.9979935,70176,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1533665161.046948,326880,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-ECDF
1543567480.2105968,3936,UKI-LT2-IC-HEP25,dirac
1545220960.8888597,503488,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
