timestamp,cores,site,vo
1611408836.2033424,463552,RAL-LCG211,UK-CAM-CUMULUS
1611417228.7847207,259712,UKI-LT2-RH,CCFE
1611419986.2704837,383712,ral-cloud244,UKI-LT2-IC-HEP
1611420052.4972215,347328,UKI-SOUTHGRID-RALPP5,gaia-dev
1611431727.542751,235232,UKI-SOUTHGRID-CAM-HEP,ral-cloud
1611433528.8111043,303552,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-OX-HEP
1611433835.317102,336192,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-Brunel
1611438147.6274562,290688,UKI-NORTHGRID-SHEF-HEP7,gaia
1611462138.6844099,156736,UKI-LT2-IC-HEP25,UK-CAM-CUMULUS
1611463483.725275,513120,UKI-LT2-IC-HEP25,gaia-prod
1611472654.834493,111328,UKI-LT2-RH,gaia-dev
1611481686.9892783,411008,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-MAN-HEP
1611482426.6802201,555040,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-Brunel
1611485938.0593815,18304,UKI-LT2-RH,UKI-NORTHGRID-SHEF-HEP
1611531792.5969572,306272,UKI-SOUTHGRID-BHAM-HEP,casu
1611531883.0566647,364160,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1611539488.70109,264032,UKI-LT2-IC-HEP25,UKI-SCOTGRID-GLASGOW
1611546210.120119,378560,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1611548420.626688,503648,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-Brunel
1611567963.4813278,34240,UKI-SOUTHGRID-BRIS-HEP1,Allocation
1611589319.6778388,361664,UKI-SOUTHGRID-CAM-HEP,Diamond
1611606858.7522137,243712,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1611612741.7463858,305024,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-ECDF
1611640634.9260666,15712,UKI-NORTHGRID-LANCS-HEP7,Capacity
1611647822.6778119,21152,UK-CAM-CUMULUS47,UKI-SOUTHGRID-OX-HEP
1611655001.2936075,79616,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1611659013.66482,504800,UKI-LT2-RH,UKI-LT2-QMUL
1611659993.9530394,544928,UKI-NORTHGRID-LANCS-HEP7,LSST
1611669569.1576412,434944,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1611670693.738708,205664,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1611672950.0556433,53024,UKI-LT2-RH,Diamond
1611704477.7909527,120512,UKI-LT2-Brunel9,UK-CAM-CUMULUS
1611708910.9643579,438208,UKI-SCOTGRID-GLASGOW4,skatelescope.eu
1611736132.6705747,211712,UKI-LT2-Brunel9,UK-CAM-CUMULUS
1611737213.869512,530976,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-QMUL
1611750613.4495537,341568,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1611756168.1028006,143936,RAL-LCG211,ral-cloud
1611756470.4316933,164448,UKI-SOUTHGRID-RALPP5,LSST
1611766923.9473987,125952,UKI-SOUTHGRID-BHAM-HEP,AENEAS
1611778092.3348234,29152,UKI-NORTHGRID-MAN-HEP14,gaia-test
1611778906.1705751,300064,ral-cloud244,RAL-LCG2
1611781479.2947075,419104,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LANCS-HEP
1611784597.9044888,309280,UKI-NORTHGRID-LIV-HEP3,gaia-prod
1611789300.1432326,448736,UKI-NORTHGRID-SHEF-HEP7,CCFE
1611790539.544704,544896,UKI-NORTHGRID-LANCS-HEP7,vcycle
1611791735.6809957,151488,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-RHUL
1611792398.5630496,49760,UKI-NORTHGRID-SHEF-HEP7,LSST
1611807823.0419302,544064,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-MAN-HEP
1611814060.212972,74112,UKI-NORTHGRID-LIV-HEP3,gaia
1611828200.4158309,36544,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
1611830554.6962826,295136,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-GLASGOW
1611838531.372577,317408,ral-cloud244,UKI-SOUTHGRID-BHAM-HEP
1611842630.5225675,139616,UKI-LT2-Brunel9,UKI-SOUTHGRID-RALPP
1611849819.0667262,535008,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1611854886.206904,223712,UKI-SOUTHGRID-CAM-HEP,ral-cloud
1611858823.678393,248096,UKI-SOUTHGRID-OX-HEP2,gaia-dev
1611862589.9530723,18496,UKI-SOUTHGRID-OX-HEP2,virgo
1611908209.8666487,341344,UKI-NORTHGRID-LANCS-HEP7,vo.cta.in2p3.fr
1611910025.7041197,279616,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-CAM-HEP
1611918965.793617,57952,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LANCS-HEP
1611943691.2117655,473184,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1611946044.8321314,126560,RAL-LCG211,EUCLID
1611954340.8008451,202560,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1611975138.2793972,102624,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
1611995039.3856883,439712,UKI-LT2-RH,UKI-LT2-RHUL
1611998932.6319017,378208,UKI-SOUTHGRID-OX-HEP2,Capacity
1612003607.436847,548064,RAL-LCG211,UKI-SCOTGRID-ECDF
1612013299.745643,402528,UKI-NORTHGRID-SHEF-HEP7,jintrac
1612033655.0051172,390752,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1612043861.0995092,26784,UKI-SOUTHGRID-RALPP5,jintrac
1612045694.3644187,336832,UKI-LT2-QMUL4,gaia
1612064636.4564476,422304,UK-CAM-CUMULUS47,gaia-test
1612069646.4556978,533248,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-IC-HEP
1612084879.248991,221344,UKI-SCOTGRID-GLASGOW4,lz
1612086522.7401423,544416,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
1612091953.4885082,176096,UKI-SOUTHGRID-OX-HEP2,vo.cta.in2p3.fr
1612113996.1054602,139232,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-OX-HEP
1612116227.332967,432064,ral-cloud244,dune
1612117568.0425785,89152,UKI-SCOTGRID-ECDF2,CLF
1612121183.330496,285088,RAL-LCG211,vo.cta.in2p3.fr
1612127248.9872355,12960,UKI-NORTHGRID-MAN-HEP14,CLF
1612131742.7422554,484416,UKI-SOUTHGRID-RALPP5,CCFE
1612150306.250054,351136,RAL-LCG211,vo.cta.in2p3.fr
1612176151.111616,445824,UKI-SOUTHGRID-BRIS-HEP1,gaia
1612179588.1416252,237952,UKI-SOUTHGRID-BRIS-HEP1,EUCLID
1612180021.532252,93152,UKI-LT2-QMUL4,eMERLIN
1612196700.0840504,42720,UKI-NORTHGRID-SHEF-HEP7,Diamond
1612211104.9615037,39392,UKI-NORTHGRID-LANCS-HEP7,iris.ac.uk
1612224729.9366033,538976,UK-CAM-CUMULUS47,UKI-LT2-Brunel
1612228473.5948236,56608,UKI-LT2-QMUL4,gaia-test
1612248558.2572114,400416,UKI-SCOTGRID-ECDF2,skatelescope.eu
1612251269.7999039,21120,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1612268378.0762477,171040,UKI-LT2-QMUL4,iris.ac.uk
1612268416.4579675,113440,UKI-SOUTHGRID-BHAM-HEP,gaia-test
1612284194.5963142,130816,UKI-SOUTHGRID-CAM-HEP,Diamond
1612303540.5941017,355104,ral-cloud244,EUCLID
1612313412.8084161,425376,UKI-LT2-QMUL4,ral-cloud
1612314671.2025504,488608,ral-cloud244,LSST
1612316525.6782238,449280,UKI-LT2-QMUL4,jintrac
1612342221.0751708,305024,UKI-LT2-RH,UKI-SOUTHGRID-BRIS-HEP
1612347224.5946548,57696,UKI-SOUTHGRID-RALPP5,CCFE
1612348770.2243507,151680,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-ECDF
1612351753.315889,385344,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
1612361143.4563088,536544,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1612363589.873098,238560,UKI-LT2-Brunel9,UKI-NORTHGRID-SHEF-HEP
1612369699.9612324,313472,RAL-LCG211,UKI-LT2-RHUL
1612379127.3332531,157888,UKI-SCOTGRID-GLASGOW4,LSST
1612384783.9092689,205280,UKI-LT2-RH,UKI-LT2-IC-HEP
1612394033.440765,531552,UKI-LT2-Brunel9,casu
1612408554.0682411,143648,UKI-SOUTHGRID-CAM-HEP,gaia
1612413185.6039987,477408,RAL-LCG211,EUCLID
1612413588.6944242,170944,UKI-LT2-IC-HEP25,LSST
1612419253.1825,369024,UKI-LT2-Brunel9,jintrac
1612434284.253956,405760,UKI-SCOTGRID-ECDF2,vcycle
1612442763.5493486,449984,RAL-LCG211,iris.ac.uk
1612457384.9467146,75680,UKI-LT2-Brunel9,CLF
1612458703.900664,501248,UKI-NORTHGRID-LANCS-HEP7,ral-cloud
1612459186.4683208,258848,UKI-LT2-IC-HEP25,casu
1612462193.7111075,436640,UKI-NORTHGRID-SHEF-HEP7,EUCLID
1612480552.9187732,551488,UKI-NORTHGRID-SHEF-HEP7,lsst
1612488212.7132738,372096,UKI-SOUTHGRID-BHAM-HEP,vcycle
1612497966.0014365,135168,UKI-LT2-Brunel9,UKI-SOUTHGRID-CAM-HEP
1612517557.2015471,162208,UKI-SOUTHGRID-RALPP5,CLF
1612522704.0329287,195136,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
1612527758.6483767,393568,UKI-SOUTHGRID-CAM-HEP,Allocation
1612528680.5898178,544000,UKI-SCOTGRID-ECDF2,Capacity
1612531260.3360324,432704,UKI-SCOTGRID-ECDF2,dune
1612532488.2163446,359456,UKI-NORTHGRID-SHEF-HEP7,vo.cta.in2p3.fr
1612534120.3731153,473472,UKI-NORTHGRID-LANCS-HEP7,UKI-LT2-QMUL
1612538023.1312914,76416,UKI-SOUTHGRID-BHAM-HEP,vcycle
1612541083.1213567,52768,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1612557718.888762,344192,ral-cloud244,UKI-SOUTHGRID-OX-HEP
1612559158.4225736,218144,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-SHEF-HEP
1612559879.9776099,402912,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
1612579339.103481,514080,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
1612582736.2601812,135232,UKI-SCOTGRID-ECDF2,lsst
1612593804.0562892,330080,UKI-LT2-Brunel9,Allocation
1612599132.4473128,536256,ral-cloud244,LSST
1612605497.7114165,486688,UKI-LT2-Brunel9,lsst
1612634622.1590707,402144,UKI-LT2-IC-HEP25,UK-CAM-CUMULUS
1612639203.6193728,556352,ral-cloud244,UKI-SOUTHGRID-RALPP
1612642642.4314482,527712,UKI-SCOTGRID-ECDF2,lz
1612645833.8232775,437216,UKI-LT2-Brunel9,UKI-LT2-IC-HEP
1612651307.750199,511488,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-RALPP
1612653167.4953072,98784,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1612667093.785389,296480,UKI-NORTHGRID-MAN-HEP14,gaia
1612670666.4936192,98240,UK-CAM-CUMULUS47,UKI-LT2-Brunel
1612684747.8987007,2528,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-BHAM-HEP
1612687390.7606616,72512,UKI-SCOTGRID-ECDF2,lsst
1612699917.3928921,498688,UKI-LT2-QMUL4,UK-CAM-CUMULUS
1612706949.7113252,473696,UKI-SOUTHGRID-CAM-HEP,virgo
1612711219.1623392,157696,UKI-NORTHGRID-LIV-HEP3,AENEAS
1612738685.6716895,234112,UKI-SOUTHGRID-BHAM-HEP,virgo
1612749111.7107975,249248,UKI-SCOTGRID-GLASGOW4,eMERLIN
1612751974.5349767,365792,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
1612755629.1875513,365408,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
1612778374.469413,147424,RAL-LCG211,UKI-LT2-RHUL
1612792625.5618918,289568,UKI-SOUTHGRID-CAM-HEP,lz
1612795808.5568118,365568,UKI-NORTHGRID-SHEF-HEP7,virgo
1612817498.9354122,18112,UKI-SCOTGRID-ECDF2,Diamond
1612826747.1683366,31488,UKI-LT2-IC-HEP25,ral-cloud
1612872665.3092895,563104,UKI-NORTHGRID-SHEF-HEP7,gaia-prod
1612879996.4831848,455808,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1612885197.5218456,264992,UK-CAM-CUMULUS47,LSST
1612895902.5954108,85440,UKI-LT2-QMUL4,UKI-NORTHGRID-SHEF-HEP
1612904098.1591234,114784,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-OX-HEP
1612904717.021675,98720,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
1612914156.4040387,71520,UKI-SCOTGRID-ECDF2,lz
1612914889.1968255,44448,UKI-SOUTHGRID-OX-HEP2,Capacity
1612935785.9500768,394560,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
1612943854.5984967,33344,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
1612947372.9589694,212672,UKI-SCOTGRID-ECDF2,ral-cloud
1612949900.9333124,395136,UKI-LT2-IC-HEP25,CLF
1612966830.4382424,21056,UKI-LT2-Brunel9,EUCLID
1613014474.2584994,514016,UKI-SOUTHGRID-OX-HEP2,gaia-dev
1613016953.058229,211456,UKI-SOUTHGRID-BHAM-HEP,eMERLIN
1613038634.4701025,488096,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-IC-HEP
1613041756.7445788,396736,UKI-LT2-QMUL4,casu
1613064227.1314683,83264,UKI-NORTHGRID-SHEF-HEP7,UK-CAM-CUMULUS
1613074232.6535866,517728,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1613096635.07712,96192,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-RALPP
1613128472.430857,88096,UKI-LT2-RH,Allocation
1613164183.1610565,308928,UK-CAM-CUMULUS47,UKI-SOUTHGRID-CAM-HEP
1613190197.7938473,388672,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1613195497.003057,523328,UKI-SOUTHGRID-RALPP5,gaia-prod
1613197096.451759,109376,UKI-SCOTGRID-ECDF2,UK-CAM-CUMULUS
1613202677.5601096,69472,UKI-NORTHGRID-LIV-HEP3,virgo
1613227052.3839455,380672,UKI-SCOTGRID-ECDF2,dirac
1613236075.500175,20064,UKI-SOUTHGRID-OX-HEP2,vcycle
1613250255.8425117,447360,UKI-NORTHGRID-MAN-HEP14,CLF
1613258223.1435215,129248,UKI-LT2-QMUL4,CCFE
1613262235.312427,226048,UKI-NORTHGRID-SHEF-HEP7,eMERLIN
1613268693.11084,43456,UKI-SCOTGRID-GLASGOW4,LSST
1613269069.1127527,526240,UKI-SOUTHGRID-RALPP5,gaia-test
1613270528.5818346,425216,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-BHAM-HEP
1613286068.090359,385504,UKI-NORTHGRID-LIV-HEP3,vcycle
1613290576.4484458,8064,UKI-SCOTGRID-GLASGOW4,Capacity
1613295866.238301,547328,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
1613300944.1163847,537952,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-GLASGOW
1613316303.019789,252320,UKI-SOUTHGRID-RALPP5,gaia
1613320807.914218,328480,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-GLASGOW
1613347381.6388845,203040,UKI-NORTHGRID-LIV-HEP3,ISIS
1613357103.4123986,123968,UKI-NORTHGRID-LIV-HEP3,dune
1613363376.2953796,394304,ral-cloud244,RAL-LCG2
1613375026.9569633,139136,UKI-SCOTGRID-ECDF2,ISIS
1613378525.6776206,377952,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-CAM-HEP
1613412460.5681536,491552,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-OX-HEP
1613419010.214993,421408,UKI-NORTHGRID-MAN-HEP14,Allocation
1613429870.4300225,17120,RAL-LCG211,Diamond
1613434915.3187113,320192,UKI-LT2-Brunel9,UKI-LT2-RHUL
1613437188.7344615,465792,RAL-LCG211,UK-CAM-CUMULUS
1613439908.8545828,345216,UKI-LT2-Brunel9,gaia-prod
1613441908.6107843,204192,UKI-SOUTHGRID-BRIS-HEP1,vcycle
1613459850.4308252,114816,UKI-NORTHGRID-SHEF-HEP7,lsst
1613473391.1411057,266848,UK-CAM-CUMULUS47,Diamond
1613476606.665969,365280,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1613484602.5520048,105536,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1613484928.3636196,317280,UKI-SOUTHGRID-OX-HEP2,vo.cta.in2p3.fr
1613507821.892867,95232,ral-cloud244,gaia-prod
1613518046.9485328,525920,UKI-NORTHGRID-SHEF-HEP7,UK-CAM-CUMULUS
1613533441.999782,15968,UKI-NORTHGRID-MAN-HEP14,dirac
1613545631.468246,86688,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1613555491.9419956,167296,UKI-NORTHGRID-LIV-HEP3,RAL-LCG2
1613589715.4625726,420224,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BRIS-HEP
1613592760.3134959,106528,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
1613601044.4154274,160384,UKI-SOUTHGRID-BHAM-HEP,ral-cloud
1613614563.4547415,403680,UKI-LT2-RH,vcycle
1613641978.1131554,431488,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BRIS-HEP
1613646434.479505,371072,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
1613652517.4371035,442848,UKI-SOUTHGRID-RALPP5,casu
1613656302.0009396,9024,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-RHUL
1613663894.6203024,55200,UKI-LT2-IC-HEP25,casu
1613667496.0777054,129856,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-IC-HEP
1613672574.7973757,476544,UKI-LT2-RH,eMERLIN
1613674147.2701695,494272,UK-CAM-CUMULUS47,UKI-LT2-Brunel
1613678103.3731155,167520,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
1613680884.8774092,526464,UK-CAM-CUMULUS47,CCFE
1613699803.9854047,159392,UKI-LT2-QMUL4,ISIS
1613705636.6357098,373760,ral-cloud244,RAL-LCG2
1613709526.6189208,482624,ral-cloud244,RAL-LCG2
1613719648.3903317,365600,UKI-LT2-QMUL4,vcycle
1613722345.0551941,489472,UKI-LT2-Brunel9,dirac
1613725008.5609884,519840,UKI-SCOTGRID-ECDF2,casu
1613728592.755099,200800,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1613731269.591755,487040,UKI-SOUTHGRID-BRIS-HEP1,AENEAS
1613745246.4335032,401728,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
1613755232.9418356,337792,ral-cloud244,Allocation
1613756120.4513514,530976,UKI-NORTHGRID-MAN-HEP14,LSST
1613760251.0136464,571968,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-SHEF-HEP
1613775248.590049,179776,RAL-LCG211,UKI-LT2-QMUL
1613776802.404946,300480,UKI-SOUTHGRID-OX-HEP2,LSST
1613778916.7205317,513888,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BRIS-HEP
1613817204.3536062,369472,UKI-LT2-RH,dirac
1613822282.0712943,91264,UKI-LT2-RH,AENEAS
1613823561.3180947,484288,UKI-NORTHGRID-LANCS-HEP7,iris.ac.uk
1613833018.2547905,465440,UKI-NORTHGRID-SHEF-HEP7,gaia
1613842013.2368045,506976,UKI-SOUTHGRID-BRIS-HEP1,Allocation
1613855052.648727,195744,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LIV-HEP
1613855761.8770216,395296,UKI-LT2-Brunel9,AENEAS
1613874521.5944788,532960,UKI-SOUTHGRID-RALPP5,gaia-test
1613884900.8116229,463008,UKI-LT2-IC-HEP25,lsst
1613893832.9171057,25504,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
1613897493.7246163,114176,UKI-SOUTHGRID-OX-HEP2,gaia-dev
1613898361.9571319,4352,UKI-LT2-RH,UKI-NORTHGRID-LANCS-HEP
1613910977.9921243,175200,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
1613914770.6563478,329344,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
1613928505.183838,31072,ral-cloud244,vcycle
1613933995.2473722,160800,UKI-NORTHGRID-LIV-HEP3,ral-cloud
1613935105.26065,222016,UKI-SOUTHGRID-CAM-HEP,ISIS
1613944966.2567682,239232,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
1613960736.2360215,439904,RAL-LCG211,CLF
1613979655.386329,412832,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LANCS-HEP
1613996627.7374198,190688,UKI-SOUTHGRID-RALPP5,RAL-LCG2
1614010322.749803,325408,UKI-SOUTHGRID-BRIS-HEP1,ISIS
1614012947.013957,277920,RAL-LCG211,lz
1614014431.9388645,106144,RAL-LCG211,gaia-test
1614026324.9032931,321056,UKI-NORTHGRID-LIV-HEP3,CCFE
1614032454.9684303,445056,UKI-SOUTHGRID-BRIS-HEP1,Capacity
1614044781.5130491,519904,UKI-LT2-RH,UKI-SCOTGRID-GLASGOW
1614046349.595702,84960,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-QMUL
1614053993.9734514,111232,UKI-SOUTHGRID-RALPP5,casu
1614065212.3397915,454368,UKI-LT2-QMUL4,UKI-LT2-Brunel
1614065293.8752315,570848,UKI-NORTHGRID-LANCS-HEP7,AENEAS
1614065409.9650383,13248,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1614074881.0519724,125472,ral-cloud244,UKI-LT2-RHUL
1614083618.6227438,434688,UKI-SCOTGRID-GLASGOW4,iris.ac.uk
1614091676.1603103,53952,UK-CAM-CUMULUS47,EUCLID
1614093804.1367376,244672,UKI-LT2-QMUL4,vcycle
1614106758.4441233,402496,UKI-LT2-RH,gaia-prod
1614125210.7885454,8800,ral-cloud244,Diamond
1614138408.0639892,382112,UKI-LT2-RH,UKI-SOUTHGRID-BHAM-HEP
1614154560.4094434,168160,ral-cloud244,UKI-SOUTHGRID-CAM-HEP
1614155260.9043527,459200,UKI-LT2-RH,virgo
1614157011.2389483,484480,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LIV-HEP
1614190727.7418525,498624,UKI-SCOTGRID-ECDF2,lsst
1614200051.1172333,260960,UKI-SOUTHGRID-RALPP5,LSST
1614203853.5704768,27648,UKI-SOUTHGRID-BRIS-HEP1,dune
1614204907.6055954,511968,ral-cloud244,UKI-SOUTHGRID-BHAM-HEP
1614208695.1673687,463680,UKI-SOUTHGRID-RALPP5,lz
1614212837.092706,315104,UKI-SCOTGRID-GLASGOW4,dune
1614227461.8380375,522144,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-RHUL
1614227766.3085682,520544,UKI-SOUTHGRID-CAM-HEP,dirac
1614232695.566512,98848,UKI-SCOTGRID-GLASGOW4,dune
1614245990.4779224,464480,UKI-LT2-RH,UKI-SCOTGRID-GLASGOW
1614248009.4677258,322944,UKI-SOUTHGRID-BHAM-HEP,virgo
1614252234.5337439,352128,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-MAN-HEP
1614257724.4935057,177248,UKI-NORTHGRID-SHEF-HEP7,gaia-test
1614268499.600037,560576,UKI-LT2-RH,dirac
1614270044.74258,118464,UKI-LT2-Brunel9,virgo
1614270185.5474515,576640,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1614271063.0062437,88416,UKI-SCOTGRID-GLASGOW4,vcycle
1614275429.2791197,181216,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
1614293791.9671943,210304,RAL-LCG211,casu
1614294119.9761806,364896,UK-CAM-CUMULUS47,lsst
1614308699.7543082,212704,UKI-SCOTGRID-GLASGOW4,gaia-prod
1614311072.149495,311264,UKI-NORTHGRID-LANCS-HEP7,CCFE
1614315319.0972352,554880,UKI-SOUTHGRID-BRIS-HEP1,CLF
1614319277.2635818,571680,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
1614353853.2524092,333344,UKI-NORTHGRID-MAN-HEP14,vcycle
1614354452.7764566,308608,RAL-LCG211,Diamond
1614360045.4835975,441696,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BRIS-HEP
1614369659.9436615,158496,UKI-SOUTHGRID-CAM-HEP,dune
1614383289.450062,124896,UKI-LT2-IC-HEP25,eMERLIN
1614417897.8520546,108832,UKI-SCOTGRID-GLASGOW4,UKI-LT2-IC-HEP
1614426875.4032543,25664,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-CAM-HEP
1614452219.7113826,283456,RAL-LCG211,Allocation
1614471019.2234657,444000,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
1614517011.0698786,9024,ral-cloud244,Capacity
1614519010.2572007,123136,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BHAM-HEP
1614521585.3640468,519648,RAL-LCG211,lsst
1614538284.827361,396000,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-CAM-HEP
1614546044.6643786,176256,UKI-LT2-Brunel9,jintrac
1614548663.212625,269888,ral-cloud244,CLF
1614550456.5312808,517664,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LIV-HEP
1614556602.6823413,501536,UKI-SOUTHGRID-BRIS-HEP1,skatelescope.eu
1614564017.2459521,573152,UKI-SOUTHGRID-RALPP5,Diamond
1614585131.4945724,104512,RAL-LCG211,Allocation
1614591540.383752,505856,RAL-LCG211,UKI-SOUTHGRID-BRIS-HEP
1614609425.085689,174880,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
1614613900.7641892,280064,UKI-NORTHGRID-LANCS-HEP7,Allocation
1614616689.9134698,436800,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LANCS-HEP
1614626031.3709548,287904,UKI-SOUTHGRID-CAM-HEP,iris.ac.uk
1614633817.7314317,470944,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-Brunel
1614640626.3680816,208640,UKI-LT2-Brunel9,UKI-LT2-IC-HEP
1614651190.2525797,239424,UKI-LT2-Brunel9,virgo
1614681376.909597,381152,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1614684604.5924406,287520,UKI-NORTHGRID-LIV-HEP3,UK-CAM-CUMULUS
1614697303.8594596,363360,UKI-SOUTHGRID-OX-HEP2,lz
1614701420.5369892,214336,UKI-SCOTGRID-ECDF2,jintrac
1614726417.4866207,478848,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-GLASGOW
1614759997.1217062,286880,ral-cloud244,UK-CAM-CUMULUS
1614762133.8394885,409920,UKI-SOUTHGRID-OX-HEP2,RAL-LCG2
1614768597.8492625,216960,UKI-SOUTHGRID-CAM-HEP,jintrac
