,date,cores,site,vo
9241,1557952697.1205,166400,ral-cloud244,UK-CAM-CUMULUS
9242,1571575317.1931243,426624,UKI-LT2-IC-HEP25,UKI-SCOTGRID-GLASGOW
9243,1587286207.467496,545792,UKI-NORTHGRID-MAN-HEP14,CCFE
9244,1578192703.9516819,289728,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
9245,1598100566.8224592,36896,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-OX-HEP
9246,1549656187.8350224,523232,UKI-LT2-Brunel9,UKI-NORTHGRID-LIV-HEP
9247,1616640700.889985,60704,UKI-NORTHGRID-MAN-HEP14,casu
9248,1590000792.1289427,496928,UKI-SCOTGRID-ECDF2,gaia-prod
9249,1618296912.9456158,473696,RAL-LCG211,dirac
9250,1594235287.2594717,570656,UK-CAM-CUMULUS47,LSST
9251,1549686449.9804838,180096,UKI-NORTHGRID-MAN-HEP14,gaia-dev
9252,1541917502.8326273,508864,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
9253,1618184585.6422255,345248,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-RHUL
9254,1574370103.603007,178752,UKI-LT2-RH,vo.cta.in2p3.fr
9255,1608542365.676964,155776,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
9256,1618224221.5388942,448128,UKI-SOUTHGRID-BHAM-HEP,CCFE
9257,1563118853.5854125,501984,UKI-LT2-QMUL4,ral-cloud
9258,1551351732.0741081,28768,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
9259,1622499999.0406961,537856,UKI-LT2-Brunel9,gaia-test
9260,1612608344.5112493,371680,UKI-SCOTGRID-GLASGOW4,UK-CAM-CUMULUS
9261,1537768201.6018915,183520,UKI-NORTHGRID-LIV-HEP3,Capacity
9262,1622945702.3189342,440736,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-Brunel
9263,1548575034.8307977,493632,UKI-SOUTHGRID-RALPP5,EUCLID
9264,1585817665.7442758,430848,UKI-NORTHGRID-LIV-HEP3,UK-CAM-CUMULUS
9265,1568281274.9874282,505792,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-RALPP
9266,1528892190.199916,290368,UKI-SOUTHGRID-CAM-HEP,casu
9267,1569049951.7187,473216,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
9268,1546799601.7465668,587680,UK-CAM-CUMULUS47,Allocation
9269,1609229313.955124,277920,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
9270,1562499000.9844878,27136,UKI-LT2-QMUL4,virgo
9271,1583125270.1164546,207680,RAL-LCG211,dirac
9272,1609023944.5194793,186112,UKI-NORTHGRID-LANCS-HEP7,dirac
9273,1588799863.10804,267232,UKI-SCOTGRID-ECDF2,eMERLIN
9274,1559265290.6015449,444480,UKI-SCOTGRID-ECDF2,gaia-dev
9275,1567915767.4765315,298080,UKI-LT2-RH,gaia-prod
9276,1610981427.4467065,401568,UKI-NORTHGRID-SHEF-HEP7,dirac
9277,1573789766.4215026,429952,UKI-SOUTHGRID-CAM-HEP,EUCLID
9278,1593800564.0269716,493184,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LIV-HEP
9279,1586008117.8622952,65376,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
9280,1532227479.2599585,486720,RAL-LCG211,casu
9281,1560473997.7876644,184256,UKI-SOUTHGRID-BHAM-HEP,virgo
9282,1587738580.3627825,198080,RAL-LCG211,gaia-test
9283,1528693153.9687142,210528,UKI-LT2-IC-HEP25,virgo
9284,1621793635.1659267,474400,UKI-LT2-RH,ral-cloud
9285,1601385745.2612817,556704,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-MAN-HEP
9286,1552730613.1582549,109504,UKI-LT2-RH,LSST
9287,1613882310.8961287,436832,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
9288,1604052545.3697503,443264,UKI-SOUTHGRID-OX-HEP2,ral-cloud
9289,1593021872.2566102,531072,UK-CAM-CUMULUS47,UKI-LT2-RHUL
9290,1620687725.6983688,129088,UKI-LT2-Brunel9,ral-cloud
9291,1597927054.8748555,450528,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
9292,1580266994.050975,324800,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-CAM-HEP
9293,1546286086.5251338,177600,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-Brunel
9294,1542003058.597072,195840,ral-cloud244,lz
9295,1564535939.677889,5376,UKI-LT2-QMUL4,virgo
9296,1614835925.0660486,24992,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
9297,1581158173.8923688,478976,UKI-SOUTHGRID-RALPP5,UKI-LT2-RHUL
9298,1621200143.8967822,543168,ral-cloud244,UK-CAM-CUMULUS
9299,1616957605.0499492,516320,UKI-NORTHGRID-LIV-HEP3,virgo
9300,1589952621.65297,236608,UKI-LT2-RH,UKI-LT2-QMUL
9301,1553192262.1641266,149312,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
9302,1555121845.570035,507936,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BRIS-HEP
9303,1569435865.4423347,17472,UKI-LT2-QMUL4,UKI-NORTHGRID-SHEF-HEP
9304,1615825566.0753257,194112,UKI-LT2-Brunel9,RAL-LCG2
9305,1557319314.1959405,567296,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-MAN-HEP
9306,1572472018.177423,179104,RAL-LCG211,UKI-NORTHGRID-LANCS-HEP
9307,1533295002.306156,121376,UKI-LT2-RH,Diamond
9308,1604545061.4534867,589824,RAL-LCG211,EUCLID
9309,1542589532.3309414,390656,UKI-LT2-QMUL4,Diamond
9310,1540126704.2489395,565568,UKI-NORTHGRID-LANCS-HEP7,RAL-LCG2
9311,1576125170.0844848,312064,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
9312,1603789369.7287884,491680,UKI-LT2-Brunel9,vcycle
9313,1562127082.6584008,347712,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
9314,1593370335.950775,430688,UKI-SOUTHGRID-BHAM-HEP,Allocation
9315,1578419582.1503727,195808,UKI-NORTHGRID-SHEF-HEP7,eMERLIN
9316,1551625078.5804114,381280,UKI-SOUTHGRID-BHAM-HEP,dirac
9317,1605690570.0577106,425760,UKI-SOUTHGRID-CAM-HEP,gaia-dev
9318,1610064832.6986074,261760,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
9319,1623019490.2274075,186464,ral-cloud244,UKI-NORTHGRID-LIV-HEP
9320,1548168291.4467113,56544,ral-cloud244,gaia-prod
9321,1551735627.5397704,173280,RAL-LCG211,ISIS
9322,1614122972.6789794,500704,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-MAN-HEP
9323,1605954829.7530797,492480,UKI-LT2-RH,UKI-NORTHGRID-MAN-HEP
9324,1592040726.1780093,566176,UKI-SCOTGRID-GLASGOW4,gaia-prod
9325,1580942641.561813,106560,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
9326,1613351425.954539,328416,UKI-LT2-QMUL4,AENEAS
9327,1618979571.1220982,522048,RAL-LCG211,vo.cta.in2p3.fr
9328,1539221422.6575859,107456,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
9329,1538337865.2752104,463104,RAL-LCG211,vo.cta.in2p3.fr
9330,1578979914.6491022,159776,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
9331,1616374956.951051,106688,UKI-LT2-QMUL4,RAL-LCG2
9332,1560932483.4398975,252128,UKI-NORTHGRID-SHEF-HEP7,CCFE
9333,1591511701.8500414,544960,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
9334,1600934617.3238347,14688,UKI-SCOTGRID-GLASGOW4,gaia-test
9335,1548885091.5921612,107008,UKI-LT2-RH,ISIS
9336,1567579859.2286017,427296,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-MAN-HEP
9337,1571157027.8180118,382208,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BHAM-HEP
9338,1594978040.7489204,385664,UKI-LT2-IC-HEP25,CLF
9339,1600083575.2546594,331040,RAL-LCG211,UKI-SOUTHGRID-RALPP
9340,1617011580.4967585,196672,UKI-SOUTHGRID-OX-HEP2,Capacity
9341,1537838183.1234086,105536,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
9342,1571362591.8823795,577056,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-LIV-HEP
9343,1596312681.2144291,536576,UKI-SOUTHGRID-OX-HEP2,LSST
9344,1597118593.9702058,510912,UKI-SOUTHGRID-CAM-HEP,lsst
9345,1590108069.7712095,176224,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
9346,1536219537.5800552,410176,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
9347,1546388415.6516714,432576,UKI-LT2-Brunel9,UKI-NORTHGRID-SHEF-HEP
9348,1595740790.7359061,90528,UKI-LT2-RH,CCFE
9349,1617191108.6839828,312864,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BHAM-HEP
9350,1590605833.9890592,63872,UKI-SOUTHGRID-CAM-HEP,AENEAS
9351,1598616106.836769,192480,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
9352,1553717135.4622858,458784,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-IC-HEP
9353,1573059851.736175,424928,UKI-NORTHGRID-SHEF-HEP7,gaia-dev
9354,1615504848.2117949,542080,UKI-LT2-Brunel9,eMERLIN
9355,1585765975.1325665,563488,UKI-SCOTGRID-GLASGOW4,Diamond
9356,1530350765.1304913,142976,UKI-SOUTHGRID-RALPP5,UKI-LT2-RHUL
9357,1607913392.4305043,334016,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
9358,1591340551.0075889,245248,UKI-SOUTHGRID-OX-HEP2,eMERLIN
9359,1583956314.4933355,14304,UK-CAM-CUMULUS47,skatelescope.eu
9360,1557827387.5845969,412032,RAL-LCG211,gaia-test
9361,1567297150.7822902,209024,UKI-SCOTGRID-ECDF2,dune
9362,1594421215.1586976,196640,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
9363,1562628641.9871616,297216,UKI-SCOTGRID-GLASGOW4,lsst
9364,1552167423.2558188,464096,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
9365,1535800146.5974126,172224,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
9366,1615526793.237399,186976,UKI-LT2-RH,skatelescope.eu
9367,1582589565.7307003,68192,UKI-SOUTHGRID-CAM-HEP,ral-cloud
9368,1582693687.247514,213920,UKI-SOUTHGRID-RALPP5,CCFE
9369,1540114554.9955862,120480,UKI-NORTHGRID-LIV-HEP3,CLF
9370,1552133972.4486284,5728,UKI-SOUTHGRID-BHAM-HEP,vcycle
9371,1570871196.9199824,178336,UK-CAM-CUMULUS47,jintrac
9372,1614411899.724164,330688,RAL-LCG211,UKI-LT2-Brunel
9373,1560597290.7355347,95328,UKI-SOUTHGRID-BRIS-HEP1,vcycle
9374,1548634362.9834158,266304,UKI-LT2-RH,ral-cloud
9375,1597812665.0411453,62528,UKI-NORTHGRID-SHEF-HEP7,Allocation
9376,1563114380.8850274,368608,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
9377,1570259036.1850772,90912,UKI-SCOTGRID-ECDF2,lz
9378,1532428597.0959992,145216,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
9379,1560286758.516561,504640,UKI-LT2-RH,UKI-LT2-IC-HEP
9380,1590101448.7788043,486880,UK-CAM-CUMULUS47,ral-cloud
9381,1615350349.508556,95392,UKI-SCOTGRID-GLASGOW4,RAL-LCG2
9382,1540846326.198054,491936,UKI-LT2-Brunel9,EUCLID
9383,1562175512.9757128,33376,UKI-SOUTHGRID-BHAM-HEP,lsst
9384,1567595314.1468837,143008,UKI-NORTHGRID-LANCS-HEP7,gaia-dev
9385,1533971617.4202392,68288,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-BRIS-HEP
9386,1567238466.8701215,548544,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
9387,1565428088.782377,4576,UKI-LT2-Brunel9,ISIS
9388,1540790142.556895,192448,UKI-NORTHGRID-LIV-HEP3,gaia-test
9389,1552393009.6967087,387936,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-SHEF-HEP
9390,1590893714.1050599,424928,UKI-SOUTHGRID-CAM-HEP,lsst
9391,1576000781.3199387,478336,UKI-LT2-Brunel9,EUCLID
9392,1550643326.1857905,286528,UKI-SOUTHGRID-BRIS-HEP1,skatelescope.eu
9393,1530136081.910082,84896,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LANCS-HEP
9394,1534298395.2074654,246688,RAL-LCG211,casu
9395,1543347961.596569,63552,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
9396,1560961030.4938483,304224,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
9397,1622535189.8836606,505056,UKI-LT2-IC-HEP25,virgo
9398,1571388187.2061381,510400,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
9399,1552222052.798481,252192,UKI-LT2-RH,UKI-NORTHGRID-LIV-HEP
9400,1558471395.245903,178432,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-QMUL
9401,1528318511.4648638,35136,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-OX-HEP
9402,1559823035.2442007,15744,ral-cloud244,LSST
9403,1605444575.206617,498368,UKI-SCOTGRID-GLASGOW4,lsst
9404,1557860389.320721,169888,UKI-SCOTGRID-ECDF2,Allocation
9405,1617211393.3665733,312992,RAL-LCG211,UKI-SOUTHGRID-RALPP
9406,1609102036.345522,131424,UKI-SCOTGRID-ECDF2,Capacity
9407,1575748146.2550905,206368,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
9408,1591606294.5387328,367200,UKI-SOUTHGRID-BHAM-HEP,RAL-LCG2
9409,1603811278.5543873,333664,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
9410,1534394177.8088744,298048,UKI-SOUTHGRID-RALPP5,ral-cloud
9411,1552161311.951004,32000,UKI-LT2-RH,ISIS
9412,1618359144.5724149,51104,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
9413,1559500019.11378,261344,UKI-LT2-QMUL4,gaia-dev
9414,1572948831.9921503,375712,UKI-LT2-RH,gaia-prod
9415,1553144569.3470302,446208,UKI-LT2-QMUL4,ISIS
9416,1608493030.7774415,265728,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
9417,1528466032.3360045,55968,UKI-SOUTHGRID-RALPP5,gaia-prod
9418,1564608750.4780078,435808,UKI-SOUTHGRID-CAM-HEP,EUCLID
9419,1557625186.5046763,364352,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
9420,1584235415.7299776,278272,UKI-NORTHGRID-MAN-HEP14,lsst
9421,1544098881.5182247,412448,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-OX-HEP
9422,1604715163.6098053,495520,UKI-LT2-IC-HEP25,CLF
9423,1536870250.6398668,16832,UKI-LT2-RH,UKI-SOUTHGRID-BRIS-HEP
9424,1597660301.8043418,208320,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
9425,1590387164.8304806,384192,UKI-LT2-QMUL4,ISIS
9426,1584002674.1869144,146368,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
9427,1609166597.5962822,337920,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
9428,1594465244.3970017,307680,UK-CAM-CUMULUS47,vo.cta.in2p3.fr
9429,1535778558.1379094,104448,UKI-SOUTHGRID-RALPP5,Capacity
9430,1559888882.8202298,342240,UK-CAM-CUMULUS47,dune
9431,1530559684.1727917,521792,UKI-SCOTGRID-GLASGOW4,Capacity
9432,1532066766.265087,9472,RAL-LCG211,CCFE
9433,1586045609.4889245,401504,UKI-LT2-Brunel9,vo.cta.in2p3.fr
9434,1589738451.1607304,125920,UKI-SOUTHGRID-BRIS-HEP1,CLF
9435,1615435533.252966,29472,UKI-SOUTHGRID-CAM-HEP,dirac
9436,1528437694.7413368,94304,UKI-SOUTHGRID-BHAM-HEP,gaia
9437,1579995514.0843768,473568,RAL-LCG211,gaia-test
9438,1545723973.0391307,473792,UKI-SOUTHGRID-CAM-HEP,UKI-SCOTGRID-GLASGOW
9439,1559715616.6199732,464000,UK-CAM-CUMULUS47,AENEAS
9440,1530001207.9417555,466240,UKI-NORTHGRID-LANCS-HEP7,virgo
9441,1558832340.834857,574272,UKI-LT2-IC-HEP25,gaia-dev
9442,1563442785.300615,520128,UKI-LT2-Brunel9,UKI-LT2-Brunel
9443,1583292441.4830165,371040,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
9444,1584864117.2674112,137152,UKI-LT2-RH,UKI-LT2-IC-HEP
9445,1607529876.9024396,20000,RAL-LCG211,UKI-SOUTHGRID-BRIS-HEP
9446,1576655162.9302447,437600,UKI-SCOTGRID-ECDF2,gaia-dev
9447,1597862300.2191157,600512,UKI-SCOTGRID-GLASGOW4,LSST
9448,1570156294.7552054,134432,UKI-LT2-IC-HEP25,jintrac
9449,1582500883.4170606,532256,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-MAN-HEP
9450,1590709917.3905108,138016,UK-CAM-CUMULUS47,LSST
9451,1619462988.2516952,138560,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
9452,1554891669.426481,7360,UKI-LT2-QMUL4,dirac
9453,1557925150.544192,77568,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
9454,1594970487.7938795,327328,RAL-LCG211,UKI-SOUTHGRID-RALPP
9455,1547263015.5786538,357152,UKI-LT2-RH,CLF
9456,1622008197.9924664,41696,UKI-NORTHGRID-LANCS-HEP7,Capacity
9457,1579207478.80396,303360,UKI-SOUTHGRID-BHAM-HEP,Diamond
9458,1597210735.673725,173344,UKI-SOUTHGRID-BRIS-HEP1,EUCLID
9459,1534446716.1187649,378272,UKI-LT2-QMUL4,vcycle
9460,1543867655.93866,104064,UK-CAM-CUMULUS47,AENEAS
9461,1570403868.699099,208352,UKI-NORTHGRID-MAN-HEP14,Capacity
9462,1556009375.1437066,381568,UKI-LT2-RH,UK-CAM-CUMULUS
9463,1556598712.3221006,88992,UKI-SOUTHGRID-BRIS-HEP1,casu
9464,1617000142.4098883,584544,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-OX-HEP
9465,1577213750.4540977,39968,UKI-SOUTHGRID-BRIS-HEP1,dirac
9466,1540918190.8135436,1536,UKI-NORTHGRID-LANCS-HEP7,lsst
9467,1569510210.6053302,13760,UKI-NORTHGRID-MAN-HEP14,gaia
9468,1584079447.3451028,468064,UKI-LT2-IC-HEP25,gaia-prod
9469,1552070587.1867077,392352,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-RHUL
9470,1611210141.3846169,188800,UKI-NORTHGRID-SHEF-HEP7,eMERLIN
9471,1575890420.6422055,186496,UKI-SOUTHGRID-BRIS-HEP1,lz
9472,1575927915.5524237,386048,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
9473,1552551876.356706,205056,UK-CAM-CUMULUS47,RAL-LCG2
9474,1550608503.4858637,133152,UKI-LT2-RH,gaia-test
9475,1616720565.8458552,307968,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-MAN-HEP
9476,1546770238.5790517,11776,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
9477,1590465487.860621,95584,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
9478,1553830800.4108684,477792,UKI-LT2-QMUL4,Allocation
9479,1566657460.9129677,469184,UKI-SCOTGRID-ECDF2,eMERLIN
9480,1591783354.6240504,23360,UKI-SCOTGRID-GLASGOW4,lsst
9481,1591027587.1190627,577792,ral-cloud244,ISIS
9482,1587998609.2899976,361760,UKI-SCOTGRID-ECDF2,iris.ac.uk
9483,1590114992.3813715,183104,UKI-NORTHGRID-MAN-HEP14,jintrac
9484,1596565715.5335984,26496,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
9485,1617600973.8699002,117216,UKI-SOUTHGRID-OX-HEP2,Diamond
9486,1573685979.0089164,580704,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
9487,1619809342.6636865,19616,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-OX-HEP
9488,1542646943.8938608,350112,UKI-NORTHGRID-LANCS-HEP7,dirac
9489,1612699502.2379704,117856,UKI-SCOTGRID-ECDF2,UK-CAM-CUMULUS
9490,1583817029.9105434,16736,UKI-LT2-Brunel9,gaia-dev
9491,1579929334.1997046,340704,UKI-LT2-QMUL4,UK-CAM-CUMULUS
9492,1548702532.3368027,286944,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
9493,1548383852.5047233,371936,RAL-LCG211,UK-CAM-CUMULUS
9494,1549473666.377751,270528,RAL-LCG211,gaia-dev
9495,1575951299.590449,481984,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
9496,1564063889.1522436,560832,ral-cloud244,eMERLIN
9497,1556270070.9253635,264512,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
9498,1597913406.6598217,456096,ral-cloud244,UK-CAM-CUMULUS
9499,1555532964.9300213,600928,UKI-SCOTGRID-ECDF2,vo.cta.in2p3.fr
9500,1588569170.3023746,107040,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-RALPP
9501,1576133647.469151,3264,ral-cloud244,UKI-LT2-IC-HEP
9502,1538228390.414675,188768,UKI-SOUTHGRID-RALPP5,dune
9503,1571775325.7187889,489472,RAL-LCG211,Capacity
9504,1581984333.0407064,303232,UKI-SCOTGRID-GLASGOW4,ISIS
9505,1595031822.8776884,500960,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
9506,1574037302.3133905,19680,UKI-NORTHGRID-LANCS-HEP7,gaia
9507,1574536916.3517349,121728,RAL-LCG211,iris.ac.uk
9508,1577762889.019831,290112,UKI-NORTHGRID-SHEF-HEP7,gaia-test
9509,1543509491.7515688,3264,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
9510,1575496148.7413037,492544,UKI-NORTHGRID-LIV-HEP3,EUCLID
9511,1611920078.0124202,8992,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
9512,1589474392.8434625,221984,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
9513,1574901265.8720353,152160,RAL-LCG211,RAL-LCG2
9514,1532224105.8769116,403424,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
9515,1586921100.5750725,280640,UKI-NORTHGRID-LANCS-HEP7,Allocation
9516,1597774035.5141008,355008,RAL-LCG211,ISIS
9517,1560751475.5868678,548736,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LANCS-HEP
9518,1555125904.7635307,377248,RAL-LCG211,gaia-dev
9519,1580197077.4576614,416384,RAL-LCG211,Capacity
9520,1610261918.5560615,2976,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
9521,1621649494.2498353,59136,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
9522,1589607719.0022426,178080,UKI-LT2-RH,UKI-LT2-Brunel
9523,1608713668.8349547,495520,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LIV-HEP
9524,1533806299.2746878,351712,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-Brunel
9525,1606447805.2786024,573344,ral-cloud244,casu
9526,1545114289.656318,88448,ral-cloud244,vo.cta.in2p3.fr
9527,1576145530.18624,513440,UKI-SOUTHGRID-CAM-HEP,gaia-dev
9528,1540373210.0239031,294112,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
9529,1566988330.8904693,414496,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
9530,1554252923.027753,56384,UKI-LT2-Brunel9,EUCLID
9531,1551018783.7782385,347936,UKI-LT2-RH,UKI-SOUTHGRID-RALPP
9532,1532229891.0610363,65216,RAL-LCG211,UKI-LT2-QMUL
9533,1606039586.0985389,39168,RAL-LCG211,iris.ac.uk
9534,1571781933.6891904,589088,ral-cloud244,UKI-NORTHGRID-LIV-HEP
9535,1587886829.830273,409472,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BRIS-HEP
9536,1573667532.9506352,281920,UKI-SOUTHGRID-CAM-HEP,Capacity
9537,1529875874.3329086,19264,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
9538,1531516808.1472461,414976,UKI-SCOTGRID-GLASGOW4,UKI-LT2-QMUL
9539,1531623370.1444182,545952,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-OX-HEP
9540,1568235433.2137327,103072,UKI-LT2-IC-HEP25,Capacity
9541,1573509593.8080595,266720,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
9542,1619230514.6054003,566816,UKI-LT2-IC-HEP25,RAL-LCG2
9543,1546321342.6065352,8704,UKI-LT2-RH,UKI-LT2-QMUL
9544,1566854095.6174855,597664,UKI-SOUTHGRID-BHAM-HEP,dune
9545,1565154471.6794,125760,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
9546,1619234183.4884348,599232,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
9547,1527688227.8706694,468320,UKI-SOUTHGRID-BRIS-HEP1,UKI-SCOTGRID-ECDF
9548,1589606346.0079575,206944,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
9549,1535162617.9425204,103104,UKI-LT2-Brunel9,lz
9550,1546380900.1072993,268288,UKI-LT2-QMUL4,eMERLIN
9551,1611334677.4690657,472832,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
9552,1571036368.5839043,111968,RAL-LCG211,gaia
9553,1603721137.2234347,214688,UKI-SCOTGRID-GLASGOW4,Allocation
9554,1564016989.0589721,349120,UK-CAM-CUMULUS47,UKI-SOUTHGRID-RALPP
9555,1574757157.7018785,321344,UKI-NORTHGRID-MAN-HEP14,gaia-dev
9556,1534681167.0688555,399168,RAL-LCG211,UKI-LT2-RHUL
9557,1572899158.5866091,486624,UKI-LT2-IC-HEP25,vcycle
9558,1531299677.895592,54432,UK-CAM-CUMULUS47,UKI-LT2-Brunel
9559,1620354536.4904964,507648,RAL-LCG211,UKI-SCOTGRID-GLASGOW
9560,1540947725.2652867,173248,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-RALPP
9561,1563341686.4527571,105536,ral-cloud244,jintrac
9562,1596356781.8376105,329952,UKI-LT2-QMUL4,vo.cta.in2p3.fr
9563,1579391418.8066561,370848,RAL-LCG211,UKI-SOUTHGRID-OX-HEP
9564,1601996186.4990227,600800,UK-CAM-CUMULUS47,lsst
9565,1569475257.1186993,476544,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
9566,1552919011.641772,53984,RAL-LCG211,UKI-NORTHGRID-SHEF-HEP
9567,1540779873.1822786,400000,UK-CAM-CUMULUS47,jintrac
